file_path,path,label,speaker_id,generator_type,duration_sec,duration_seconds,dataset_source,source,codec,sample_rate,language,split,sha256_hash,is_valid
data/ai_voice/ai_bark_spk_ai_bark_025_00130.wav,data/ai_voice/ai_bark_spk_ai_bark_025_00130.wav,1,ai_bark_spk_ai,bark,4.499,4.499,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,9fdf13aa27e79d2c4c289d765cc6fa8b1f47b59307ea68f096ff2c2440ef8f7f,True
data/ai_voice/ai_bark_spk_ai_bark_032_00032.wav,data/ai_voice/ai_bark_spk_ai_bark_032_00032.wav,1,ai_bark_spk_ai,bark,3.345,3.345,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,7a23e2d150b06c610ffc2d19f28d14f79b841caa1aad38a750b2721351c9e0d7,True
data/ai_voice/ai_bark_spk_ai_bark_032_00102.wav,data/ai_voice/ai_bark_spk_ai_bark_032_00102.wav,1,ai_bark_spk_ai,bark,2.505,2.505,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,8281622aaf0729c4056fa86c5967470d2cd12de3708803d7a729515bca86450d,True
data/ai_voice/ai_bark_spk_ai_bark_032_00172.wav,data/ai_voice/ai_bark_spk_ai_bark_032_00172.wav,1,ai_bark_spk_ai,bark,3.649,3.649,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,8527b539594f744f832eed73f7d1585699227a76b1e96656dccd54e40576c9cf,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_000_00000.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_000_00000.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.72,3.72,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,624a32cc6dd40dbafaf85571e0cdbceca8dc65b68f3fdcffd514555e6aa73390,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_000_00070.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_000_00070.wav,1,ai_elevenlabs_spk_ai,elevenlabs,4.092,4.092,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,d11acbe82b569511148b5c6e960e2f3517a7ee104724c996b55e2b08b515eeed,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_000_00140.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_000_00140.wav,1,ai_elevenlabs_spk_ai,elevenlabs,4.044,4.044,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,12848fbdf648ba7117ef9006aa16439315e12d04394a4657288b40e225f3992f,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_007_00042.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_007_00042.wav,1,ai_elevenlabs_spk_ai,elevenlabs,2.915,2.915,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,41b3bd125c9369aa0cd84517a165abe4fa8e62b0874742c555f5956070b23575,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_007_00112.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_007_00112.wav,1,ai_elevenlabs_spk_ai,elevenlabs,4.362,4.362,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,402efb353d13cb68d2ec9ca5370e2242d5d607aba5e8cbf8625efc9e631156f5,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_007_00182.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_007_00182.wav,1,ai_elevenlabs_spk_ai,elevenlabs,4.13,4.13,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,e32c8a5aa15e026761a15597c020d686d0a8cf0f1664b218b45b18e56d3a4a16,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_014_00014.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_014_00014.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.416,3.416,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,a52323b95639a063c3e6faf9743622819353c77a1b4da1a00fe002701b9af828,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_014_00084.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_014_00084.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.4,3.4,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,d4438e188d7cd6719e4b36aa6aa436e1e882bff0c8415325d30f00e01296645d,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_014_00154.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_014_00154.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.398,3.398,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,0bf1819fe6ed951691715c3a8435c371a7c1c39d130e6386177bbdbd80799a88,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_021_00056.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_021_00056.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.978,3.978,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,372d3fa94a18a7ed20cb4f26da7785f328391376d704552b920969d87e41b4cb,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_021_00126.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_021_00126.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.069,3.069,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,994e0e6120cea965d3e8760b987564e5cb211f5a5ea46dc0db91de5b88642cad,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_021_00196.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_021_00196.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.568,3.568,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,0f1dab982d8f7eca71a52e3c534c8f05bba13da03c7c22573d36855e2d969728,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_028_00028.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_028_00028.wav,1,ai_elevenlabs_spk_ai,elevenlabs,3.908,3.908,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,b06d590314696b34c1c462a62f2d3c31acaea41663c2b13f87d971e1cc77dd10,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_028_00098.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_028_00098.wav,1,ai_elevenlabs_spk_ai,elevenlabs,2.736,2.736,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,1a7e5d8ec5e4d64c504a6bb8e45044bc6fae2aad57b144dacf641ec68ce5e8c6,True
data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_028_00168.wav,data/ai_voice/ai_elevenlabs_spk_ai_elevenlabs_028_00168.wav,1,ai_elevenlabs_spk_ai,elevenlabs,2.729,2.729,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,57582fc5d79bf6f49f586d8f082883ef6200b554f952fd4b307b22fcf0aef5e2,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_003_00038.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_003_00038.wav,1,ai_hifigan_spk_ai,hifigan,3.548,3.548,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,5be5a31e34a55f0371063af84fab1cf9084139d236429dbc9da46ee7c38273d8,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_003_00108.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_003_00108.wav,1,ai_hifigan_spk_ai,hifigan,3.593,3.593,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,013cf1b8745128316d886ebd53b41f6fb3e004920fd881c9354240f614d6f46e,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_003_00178.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_003_00178.wav,1,ai_hifigan_spk_ai,hifigan,4.27,4.27,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,22b70bec079a9ce468474f1847fcd185ad493ba63cdd8ddde54a304cb270849a,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_010_00010.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_010_00010.wav,1,ai_hifigan_spk_ai,hifigan,4.488,4.488,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,1fcaa016189aec7a632f0e84bb72d951a80b2b0f17f14e96afa56a567152ed8c,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_010_00080.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_010_00080.wav,1,ai_hifigan_spk_ai,hifigan,3.119,3.119,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,26487567023f59e22aaaab56d71a98d043615ea674d82e4937f26dbb72aefdea,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_010_00150.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_010_00150.wav,1,ai_hifigan_spk_ai,hifigan,4.276,4.276,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,adff283be2ca0c978b196b94ede19eb98de8fbba498f7d5448eec6b3e8d411bc,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_017_00052.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_017_00052.wav,1,ai_hifigan_spk_ai,hifigan,3.701,3.701,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,af975d0a82f69cd6cda8ac3cbc2f9bf298394cc8d1df0d217629e1e1b8ad39b6,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_017_00122.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_017_00122.wav,1,ai_hifigan_spk_ai,hifigan,4.347,4.347,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,16d9a3659d8101c4e076aa8347046df88039c8fa6544395ca5aaaebf599b71b0,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_017_00192.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_017_00192.wav,1,ai_hifigan_spk_ai,hifigan,3.07,3.07,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,4488e4c9fe2a88cfced086decee10552f79a9902c1b5d08fde43a36537425030,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_024_00024.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_024_00024.wav,1,ai_hifigan_spk_ai,hifigan,3.453,3.453,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,a799861448218b2cd5794e10080c8a87447d9d01fcef968c09a2740124f94058,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_024_00094.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_024_00094.wav,1,ai_hifigan_spk_ai,hifigan,3.807,3.807,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,80f59ab8b0b326bd2e8c1a2577ad7e8663eb6ff9a07cbee8d8a198cec8529f93,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_024_00164.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_024_00164.wav,1,ai_hifigan_spk_ai,hifigan,3.734,3.734,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,e83be35b999489d6845453fccaabf6185816634901baa3a89bf9b6cf65a2311d,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_031_00066.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_031_00066.wav,1,ai_hifigan_spk_ai,hifigan,2.525,2.525,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,03d9786fa0a24b81745dcbd3b20126d23ae831ec7f7fa1a18f82e1cf03d98e07,True
data/ai_voice/ai_hifigan_spk_ai_hifigan_031_00136.wav,data/ai_voice/ai_hifigan_spk_ai_hifigan_031_00136.wav,1,ai_hifigan_spk_ai,hifigan,2.988,2.988,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,test,ec8745301a13f20e633fcf5b38a270714b4496d346976b623337de8e888f2acb,True
data/ai_voice/ai_melgan_spk_ai_melgan_005_00040.wav,data/ai_voice/ai_melgan_spk_ai_melgan_005_00040.wav,1,ai_melgan_spk_ai,melgan,3.169,3.169,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,374a4713bebaf8173a75179e6e76b13e2a267fac6991e2c6fc6211e1ab526f70,True
data/ai_voice/ai_melgan_spk_ai_melgan_005_00110.wav,data/ai_voice/ai_melgan_spk_ai_melgan_005_00110.wav,1,ai_melgan_spk_ai,melgan,4.071,4.071,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,af51f89f9dc249e23587d480576124af026ee97aef5de7901b671e8369d34ad8,True
data/ai_voice/ai_melgan_spk_ai_melgan_005_00180.wav,data/ai_voice/ai_melgan_spk_ai_melgan_005_00180.wav,1,ai_melgan_spk_ai,melgan,3.272,3.272,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,373e56dfc943b4c0d7d2f03520cfb7b040a35f242c0e7c6049c892435b3ae735,True
data/ai_voice/ai_melgan_spk_ai_melgan_012_00012.wav,data/ai_voice/ai_melgan_spk_ai_melgan_012_00012.wav,1,ai_melgan_spk_ai,melgan,2.683,2.683,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,1eaf880138cbc0e8a716cbdf827f0d5aa758bc4dbfca1318e079e2e91c4a4804,True
data/ai_voice/ai_melgan_spk_ai_melgan_012_00082.wav,data/ai_voice/ai_melgan_spk_ai_melgan_012_00082.wav,1,ai_melgan_spk_ai,melgan,4.362,4.362,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,1f5f019e66b466584f3c4b5338e75d2e1b79a45202d94b54739703886b9bf7e1,True
data/ai_voice/ai_melgan_spk_ai_melgan_012_00152.wav,data/ai_voice/ai_melgan_spk_ai_melgan_012_00152.wav,1,ai_melgan_spk_ai,melgan,3.541,3.541,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,c53c13315eb52af752f21913314ca46dbf337c0e41a7487ac3b7282ad2dce9cd,True
data/ai_voice/ai_melgan_spk_ai_melgan_019_00054.wav,data/ai_voice/ai_melgan_spk_ai_melgan_019_00054.wav,1,ai_melgan_spk_ai,melgan,4.078,4.078,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,64a8a3b3e155de9fbb2dd8f2e4c8868a53ecd600ceddf6f815b10a315616a7e3,True
data/ai_voice/ai_melgan_spk_ai_melgan_019_00124.wav,data/ai_voice/ai_melgan_spk_ai_melgan_019_00124.wav,1,ai_melgan_spk_ai,melgan,4.411,4.411,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,55a96330cc69b2580c12d9cbc6c7e55f80e454c933a7b4323f3092fdb438b82e,True
data/ai_voice/ai_melgan_spk_ai_melgan_019_00194.wav,data/ai_voice/ai_melgan_spk_ai_melgan_019_00194.wav,1,ai_melgan_spk_ai,melgan,2.623,2.623,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,460543bec13b4d2a76921c941e2d27950d05e14fde230cc18e1b8fb5a1ac224e,True
data/ai_voice/ai_melgan_spk_ai_melgan_026_00026.wav,data/ai_voice/ai_melgan_spk_ai_melgan_026_00026.wav,1,ai_melgan_spk_ai,melgan,4.475,4.475,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,a98878826e843ec8bd9869641a7f75f3208c3705c19907599397aac5a89b9314,True
data/ai_voice/ai_melgan_spk_ai_melgan_026_00096.wav,data/ai_voice/ai_melgan_spk_ai_melgan_026_00096.wav,1,ai_melgan_spk_ai,melgan,3.736,3.736,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,be56a115310ae119bd174817ba5c7dcb70e1f9b26366e03fde4e0918502deb05,True
data/ai_voice/ai_melgan_spk_ai_melgan_026_00166.wav,data/ai_voice/ai_melgan_spk_ai_melgan_026_00166.wav,1,ai_melgan_spk_ai,melgan,3.816,3.816,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,2c7f77f6d0f48a73f6a044d9d1c485e9c53aac8af7d10836602dbcc8ad67586a,True
data/ai_voice/ai_melgan_spk_ai_melgan_033_00068.wav,data/ai_voice/ai_melgan_spk_ai_melgan_033_00068.wav,1,ai_melgan_spk_ai,melgan,3.354,3.354,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,00e7828685646a17bd5b503114bf2a8e2701c70e342feba3b8230b5d04ab3c62,True
data/ai_voice/ai_melgan_spk_ai_melgan_033_00138.wav,data/ai_voice/ai_melgan_spk_ai_melgan_033_00138.wav,1,ai_melgan_spk_ai,melgan,3.942,3.942,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,1a3655f7bfaac439bf12a148c3358047929ff61c01f73de55ecf82f8c0931b42,True
data/ai_voice/ai_rvc_spk_ai_rvc_006_00006.wav,data/ai_voice/ai_rvc_spk_ai_rvc_006_00006.wav,1,ai_rvc_spk_ai,rvc,4.253,4.253,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,40bc353b0154441e474a583b03493a5f7f54f5e73bec22fa4f0ada888e3f4bd1,True
data/ai_voice/ai_rvc_spk_ai_rvc_006_00076.wav,data/ai_voice/ai_rvc_spk_ai_rvc_006_00076.wav,1,ai_rvc_spk_ai,rvc,4.362,4.362,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,8c9cacb904c38baba5965d978258b232d01c0e50881470e70643ee1f8191848a,True
data/ai_voice/ai_rvc_spk_ai_rvc_006_00146.wav,data/ai_voice/ai_rvc_spk_ai_rvc_006_00146.wav,1,ai_rvc_spk_ai,rvc,2.944,2.944,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,00a70e9dd77ef67f38824188273d95598f72eb8098fa4a550f2d9d5e2d7c74fa,True
data/ai_voice/ai_rvc_spk_ai_rvc_013_00048.wav,data/ai_voice/ai_rvc_spk_ai_rvc_013_00048.wav,1,ai_rvc_spk_ai,rvc,2.842,2.842,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,16458af623149d80ce9db5ddc7df16b51393f02f5721cf01814b8882b01c3d6e,True
data/ai_voice/ai_rvc_spk_ai_rvc_013_00118.wav,data/ai_voice/ai_rvc_spk_ai_rvc_013_00118.wav,1,ai_rvc_spk_ai,rvc,3.013,3.013,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,5c738e87505233e54e41382aca5559c449b0f3ccc87876613074753ae57b84a4,True
data/ai_voice/ai_rvc_spk_ai_rvc_013_00188.wav,data/ai_voice/ai_rvc_spk_ai_rvc_013_00188.wav,1,ai_rvc_spk_ai,rvc,3.02,3.02,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,8e293d1b3d8cee7d24691e939c263570ce329f7ac460d75b08f1a0d2e2eb70b2,True
data/ai_voice/ai_rvc_spk_ai_rvc_020_00020.wav,data/ai_voice/ai_rvc_spk_ai_rvc_020_00020.wav,1,ai_rvc_spk_ai,rvc,2.832,2.832,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,3272959548fe416d6c2f354a2c2d54f184869dc082bf037df481318a27b449aa,True
data/ai_voice/ai_rvc_spk_ai_rvc_020_00090.wav,data/ai_voice/ai_rvc_spk_ai_rvc_020_00090.wav,1,ai_rvc_spk_ai,rvc,3.561,3.561,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,10a8e0ab0217219556e44a960092625d6417e837aba8be99e0e514ac1323678c,True
data/ai_voice/ai_rvc_spk_ai_rvc_020_00160.wav,data/ai_voice/ai_rvc_spk_ai_rvc_020_00160.wav,1,ai_rvc_spk_ai,rvc,3.126,3.126,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,5d6299d6b04e4422e18fecc6e0d3d06181a6c2f64da5f6f558925faea79e399c,True
data/ai_voice/ai_rvc_spk_ai_rvc_027_00062.wav,data/ai_voice/ai_rvc_spk_ai_rvc_027_00062.wav,1,ai_rvc_spk_ai,rvc,2.657,2.657,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,5eb62bd8e92b444abe465be8326fa8f3147acb1b4cdb91b3f0eb49716729203e,True
data/ai_voice/ai_rvc_spk_ai_rvc_027_00132.wav,data/ai_voice/ai_rvc_spk_ai_rvc_027_00132.wav,1,ai_rvc_spk_ai,rvc,2.841,2.841,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,d101d3410a38e6ea96c76fef3936c3b78c2f76e68766faaeffdae6e3dd396ff4,True
data/ai_voice/ai_rvc_spk_ai_rvc_034_00034.wav,data/ai_voice/ai_rvc_spk_ai_rvc_034_00034.wav,1,ai_rvc_spk_ai,rvc,4.173,4.173,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,eebd764aab3feae936cfa3c8dc6385c4475f6ab52b2c8e27c1d2f7ff30ecc8c7,True
data/ai_voice/ai_rvc_spk_ai_rvc_034_00104.wav,data/ai_voice/ai_rvc_spk_ai_rvc_034_00104.wav,1,ai_rvc_spk_ai,rvc,3.473,3.473,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,6e084f00d27aa5b96c55fa6682b5ee0462527aa9a6cbb9bb5212e3a16f873814,True
data/ai_voice/ai_rvc_spk_ai_rvc_034_00174.wav,data/ai_voice/ai_rvc_spk_ai_rvc_034_00174.wav,1,ai_rvc_spk_ai,rvc,4.466,4.466,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,60b250a71ac67cdeb4835730ddb0b31adc03c13f67d11bc85a17161c961b3bcd,True
data/ai_voice/ai_tortoise_spk_ai_tortoise_001_00036.wav,data/ai_voice/ai_tortoise_spk_ai_tortoise_001_00036.wav,1,ai_tortoise_spk_ai,tortoise,4.213,4.213,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,0c10cfc3e56b1bd0972df91ce80d4fdfcc3d95e6b7395a91ffe6b2f24cde2b46,True
data/ai_voice/ai_tortoise_spk_ai_tortoise_001_00106.wav,data/ai_voice/ai_tortoise_spk_ai_tortoise_001_00106.wav,1,ai_tortoise_spk_ai,tortoise,2.901,2.901,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,ad8bb5fafc55632072f6d8692c03b058db52712cb321d5864898dc9f3f205de5,True
data/ai_voice/ai_tortoise_spk_ai_tortoise_001_00176.wav,data/ai_voice/ai_tortoise_spk_ai_tortoise_001_00176.wav,1,ai_tortoise_spk_ai,tortoise,2.567,2.567,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,a4132d7b9b5c8f53f403ec1868c4defe3193c1a64c651b8be10610659bfdd939,True
data/ai_voice/ai_tortoise_spk_ai_tortoise_008_00008.wav,data/ai_voice/ai_tortoise_spk_ai_tortoise_008_00008.wav,1,ai_tortoise_spk_ai,tortoise,3.317,3.317,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,ab3385ec616695513387f2295df9eb86805ccc7c1c9704b238229d8d4ecad66a,True
data/ai_voice/ai_tortoise_spk_ai_tortoise_008_00078.wav,data/ai_voice/ai_tortoise_spk_ai_tortoise_008_00078.wav,1,ai_tortoise_spk_ai,tortoise,2.85,2.85,voiceshield_standard_corpus,voiceshield_standard_corpus,PCM_16,16000,en,train,ae1b0a5c691264560ccfde3dbf35b2a462469f61d6d6e80fe7190905ea4aabed,True
